replicate,match,home_team,home_team_coefficient,home_team_city,home_team_association,away_team,away_team_coefficient,away_team_city,away_team_association,distance
1,1,Inter,90.0,Milan,ITA,Rangers,52.0,Glasgow,SCO,1489.0
1,2,Inter,90.0,Milan,ITA,Young Boys,32.5,Bern,SUI,213.0
1,3,Inter,90.0,Milan,ITA,Bayern,126.0,Munich,GER,348.0
1,4,Inter,90.0,Milan,ITA,Eintracht Frankfurt,57.0,Frankfurt,GER,518.0
1,5,Manchester City,130.0,Manchester,ENG,Linfield,10.0,Belfast,NIR,271.0
1,6,Manchester City,130.0,Manchester,ENG,AZ Alkmaar,48.0,Alkmaar,NED,477.0
1,7,Manchester City,130.0,Manchester,ENG,Sevilla,84.0,Seville,ESP,1812.0
1,8,Manchester City,130.0,Manchester,ENG,Feyenoord,57.0,Rotterdam,NED,485.0
1,9,Bayern,126.0,Munich,GER,Lens,11.266,Lens,FRA,684.0
1,10,Bayern,126.0,Munich,GER,LASK,34.0,Linz,AUT,201.0
1,11,Bayern,126.0,Munich,GER,Barcelona,78.0,Barcelona,ESP,1055.0
1,12,Bayern,126.0,Munich,GER,Manchester City,130.0,Manchester,ENG,1136.0
1,13,Real Madrid,112.0,Madrid,ESP,Chelsea,96.0,London,ENG,1263.0
1,14,Real Madrid,112.0,Madrid,ESP,Braga,48.0,Braga,POR,417.0
1,15,Real Madrid,112.0,Madrid,ESP,Juventus,80.0,Turin,ITA,1063.0
1,16,Real Madrid,112.0,Madrid,ESP,Bodø/Glimt,24.5,Bodø,NOR,3186.0
1,17,Liverpool,100.0,Liverpool,ENG,Aberdeen,7.5,Aberdeen,SCO,420.0
1,18,Liverpool,100.0,Liverpool,ENG,Rennes,37.0,Rennes,FRA,596.0
1,19,Liverpool,100.0,Liverpool,ENG,Villarreal,68.0,Villarreal,ESP,1510.0
1,20,Liverpool,100.0,Liverpool,ENG,Inter,90.0,Milan,ITA,1245.0
1,21,Chelsea,96.0,London,ENG,Napoli,71.0,Naples,ITA,1617.0
1,22,Chelsea,96.0,London,ENG,PSV,43.0,Eindhoven,NED,388.0
1,23,Chelsea,96.0,London,ENG,Genk,13.0,Genk,BEL,398.0
1,24,Chelsea,96.0,London,ENG,Roma,86.0,Rome,ITA,1434.0
1,25,Manchester United,91.0,Manchester,ENG,Borussia Dortmund,75.0,Dortmund,GER,692.0
1,26,Manchester United,91.0,Manchester,ENG,Slavia Praha,42.0,Prague,CZE,1205.0
1,27,Manchester United,91.0,Manchester,ENG,Real Madrid,112.0,Madrid,ESP,1457.0
1,28,Manchester United,91.0,Manchester,ENG,Fiorentina,24.0,Florence,ITA,1462.0
1,29,Roma,86.0,Rome,ITA,Marseille,34.0,Marseille,FRA,603.0
1,30,Roma,86.0,Rome,ITA,Manchester United,91.0,Manchester,ENG,1689.0
1,31,Roma,86.0,Rome,ITA,Real Betis,31.0,Seville,ESP,1656.0
1,32,Roma,86.0,Rome,ITA,Bayer 04 Leverkusen,67.0,Leverkusen,GER,1101.0
1,33,Sevilla,84.0,Seville,ESP,Qarabağ,26.0,Baku,AZE,4767.0
1,34,Sevilla,84.0,Seville,ESP,Arsenal,58.0,London,ENG,1636.0
1,35,Sevilla,84.0,Seville,ESP,Liverpool,100.0,Liverpool,ENG,1796.0
1,36,Sevilla,84.0,Seville,ESP,Crvena zvezda,40.0,Belgrade,SRB,2350.0
1,37,Juventus,80.0,Turin,ITA,Qarabağ,26.0,Baku,AZE,3447.0
1,38,Juventus,80.0,Turin,ITA,Borussia Dortmund,75.0,Dortmund,GER,717.0
1,39,Juventus,80.0,Turin,ITA,PSV,43.0,Eindhoven,NED,727.0
1,40,Juventus,80.0,Turin,ITA,Bayern,126.0,Munich,GER,452.0
1,41,Barcelona,78.0,Barcelona,ESP,Fiorentina,24.0,Florence,ITA,789.0
