replicate,match,home_team,home_team_coefficient,home_team_city,home_team_association,away_team,away_team_coefficient,away_team_city,away_team_association,distance
1,1,Inter,90.0,Milan,ITA,Sevilla,84.0,Seville,ESP,1547.0
1,2,Inter,90.0,Milan,ITA,Bayer 04 Leverkusen,67.0,Leverkusen,GER,643.0
1,3,Inter,90.0,Milan,ITA,AZ Alkmaar,48.0,Alkmaar,NED,860.0
1,4,Inter,90.0,Milan,ITA,Aberdeen,7.5,Aberdeen,SCO,1513.0
1,5,Manchester City,130.0,Manchester,ENG,Rennes,37.0,Rennes,FRA,598.0
1,6,Manchester City,130.0,Manchester,ENG,Barcelona,78.0,Barcelona,ESP,1385.0
1,7,Manchester City,130.0,Manchester,ENG,Linfield,10.0,Belfast,NIR,271.0
1,8,Manchester City,130.0,Manchester,ENG,Roma,86.0,Rome,ITA,1689.0
1,9,Bayern,126.0,Munich,GER,LASK,34.0,Linz,AUT,201.0
1,10,Bayern,126.0,Munich,GER,Feyenoord,57.0,Rotterdam,NED,659.0
1,11,Bayern,126.0,Munich,GER,Young Boys,32.5,Bern,SUI,337.0
1,12,Bayern,126.0,Munich,GER,Manchester City,130.0,Manchester,ENG,1136.0
1,13,Real Madrid,112.0,Madrid,ESP,Braga,48.0,Braga,POR,417.0
1,14,Real Madrid,112.0,Madrid,ESP,Bodø/Glimt,24.5,Bodø,NOR,3186.0
1,15,Real Madrid,112.0,Madrid,ESP,Napoli,71.0,Naples,ITA,1515.0
1,16,Real Madrid,112.0,Madrid,ESP,Liverpool,100.0,Liverpool,ENG,1446.0
1,17,Liverpool,100.0,Liverpool,ENG,Juventus,80.0,Turin,ITA,1206.0
1,18,Liverpool,100.0,Liverpool,ENG,Qarabağ,26.0,Baku,AZE,4162.0
1,19,Liverpool,100.0,Liverpool,ENG,Rangers,52.0,Glasgow,SCO,284.0
1,20,Liverpool,100.0,Liverpool,ENG,Bayern,126.0,Munich,GER,1178.0
1,21,Chelsea,96.0,London,ENG,Lens,11.266,Lens,FRA,239.0
1,22,Chelsea,96.0,London,ENG,Villarreal,68.0,Villarreal,ESP,1283.0
1,23,Chelsea,96.0,London,ENG,PSV,43.0,Eindhoven,NED,388.0
1,24,Chelsea,96.0,London,ENG,Inter,90.0,Milan,ITA,959.0
1,25,Manchester United,91.0,Manchester,ENG,Eintracht Frankfurt,57.0,Frankfurt,GER,838.0
1,26,Manchester United,91.0,Manchester,ENG,Real Madrid,112.0,Madrid,ESP,1457.0
1,27,Manchester United,91.0,Manchester,ENG,Fiorentina,24.0,Florence,ITA,1462.0
1,28,Manchester United,91.0,Manchester,ENG,Crvena zvezda,40.0,Belgrade,SRB,1901.0
1,29,Roma,86.0,Rome,ITA,Slavia Praha,42.0,Prague,CZE,921.0
1,30,Roma,86.0,Rome,ITA,Manchester United,91.0,Manchester,ENG,1689.0
1,31,Roma,86.0,Rome,ITA,Borussia Dortmund,75.0,Dortmund,GER,1135.0
1,32,Roma,86.0,Rome,ITA,Real Betis,31.0,Seville,ESP,1656.0
1,33,Sevilla,84.0,Seville,ESP,Chelsea,96.0,London,ENG,1636.0
1,34,Sevilla,84.0,Seville,ESP,Genk,13.0,Genk,BEL,1762.0
1,35,Sevilla,84.0,Seville,ESP,Arsenal,58.0,London,ENG,1636.0
1,36,Sevilla,84.0,Seville,ESP,Marseille,34.0,Marseille,FRA,1163.0
1,37,Juventus,80.0,Turin,ITA,Young Boys,32.5,Bern,SUI,210.0
1,38,Juventus,80.0,Turin,ITA,Rangers,52.0,Glasgow,SCO,1463.0
1,39,Juventus,80.0,Turin,ITA,Manchester City,130.0,Manchester,ENG,1178.0
1,40,Juventus,80.0,Turin,ITA,Borussia Dortmund,75.0,Dortmund,GER,717.0
1,41,Barcelona,78.0,Barcelona,ESP,Marseille,34.0,Marseille,FRA,338.0
1,42,Barcelona,78.0,Barcelona,ESP,Juventus,80.0,Turin,ITA,606.0
