replicate,match,home_team,home_team_coefficient,home_team_city,home_team_association,away_team,away_team_coefficient,away_team_city,away_team_association,distance
1,1,Atlético de Madrid,73.0,Madrid,ESP,Benfica,69.0,Lisbon,POR,502.0
1,2,Atlético de Madrid,73.0,Madrid,ESP,Newcastle,18.635,Newcastle upon Tyne,ENG,1630.0
1,3,Atlético de Madrid,73.0,Madrid,ESP,Marseille,34.0,Marseille,FRA,816.0
1,4,Atlético de Madrid,73.0,Madrid,ESP,Liverpool,100.0,Liverpool,ENG,1446.0
1,5,Manchester City,130.0,Manchester,ENG,Real Madrid,112.0,Madrid,ESP,1457.0
1,6,Manchester City,130.0,Manchester,ENG,Rapid Wien,14.0,Vienna,AUT,1427.0
1,7,Manchester City,130.0,Manchester,ENG,Rangers,52.0,Glasgow,SCO,294.0
1,8,Manchester City,130.0,Manchester,ENG,Celtic,30.0,Glasgow,SCO,294.0
1,9,Real Madrid,112.0,Madrid,ESP,Sporting CP,45.5,Lisbon,POR,502.0
1,10,Real Madrid,112.0,Madrid,ESP,Crvena zvezda,40.0,Belgrade,SRB,2027.0
1,11,Real Madrid,112.0,Madrid,ESP,Aston Villa,18.635,Birmingham,ENG,1351.0
1,12,Real Madrid,112.0,Madrid,ESP,Paris Saint-Germain,101.0,Paris,FRA,1053.0
1,13,Paris Saint-Germain,101.0,Paris,FRA,Víkingur Reykjavík,4.0,Reykjavík,ISL,2227.0
1,14,Paris Saint-Germain,101.0,Paris,FRA,Juventus,80.0,Turin,ITA,584.0
1,15,Paris Saint-Germain,101.0,Paris,FRA,Club Brugge,48.0,Bruges,BEL,269.0
1,16,Paris Saint-Germain,101.0,Paris,FRA,Qarabağ,26.0,Baku,AZE,3813.0
1,17,Liverpool,100.0,Liverpool,ENG,Lazio,43.0,Rome,ITA,1720.0
1,18,Liverpool,100.0,Liverpool,ENG,AZ Alkmaar,48.0,Alkmaar,NED,526.0
1,19,Liverpool,100.0,Liverpool,ENG,Sevilla,84.0,Seville,ESP,1796.0
1,20,Liverpool,100.0,Liverpool,ENG,Union Berlin,21.0,Berlin,GER,1101.0
1,21,Manchester United,91.0,Manchester,ENG,Villarreal,68.0,Villarreal,ESP,1511.0
1,22,Manchester United,91.0,Manchester,ENG,Real Betis,31.0,Seville,ESP,1812.0
1,23,Manchester United,91.0,Manchester,ENG,Ordabasy,4.0,Shymkent,KAZ,5259.0
1,24,Manchester United,91.0,Manchester,ENG,Atlético de Madrid,73.0,Madrid,ESP,1457.0
1,25,Roma,86.0,Rome,ITA,Mönchengladbach,21.0,Mönchengladbach,GER,1138.0
1,26,Roma,86.0,Rome,ITA,Manchester United,91.0,Manchester,ENG,1689.0
1,27,Roma,86.0,Rome,ITA,Borussia Dortmund,75.0,Dortmund,GER,1135.0
1,28,Roma,86.0,Rome,ITA,Lyon,44.0,Lyon,FRA,749.0
1,29,Sevilla,84.0,Seville,ESP,Pyunik,9.5,Yerevan,ARM,4329.0
1,30,Sevilla,84.0,Seville,ESP,Napoli,71.0,Naples,ITA,1785.0
1,31,Sevilla,84.0,Seville,ESP,Rennes,37.0,Rennes,FRA,1243.0
1,32,Sevilla,84.0,Seville,ESP,Roma,86.0,Rome,ITA,1656.0
1,33,Juventus,80.0,Turin,ITA,VfL Wolfsburg,22.5,Wolfsburg,GER,848.0
1,34,Juventus,80.0,Turin,ITA,Ajax,64.0,Amsterdam,NED,837.0
1,35,Juventus,80.0,Turin,ITA,H. Beer Sheva,17.0,Beer Sheva,ISR,2803.0
1,36,Juventus,80.0,Turin,ITA,Manchester City,130.0,Manchester,ENG,1178.0
1,37,Borussia Dortmund,75.0,Dortmund,GER,Ordabasy,4.0,Shymkent,KAZ,4680.0
1,38,Borussia Dortmund,75.0,Dortmund,GER,Ajax,64.0,Amsterdam,NED,200.0
1,39,Borussia Dortmund,75.0,Dortmund,GER,Manchester City,130.0,Manchester,ENG,692.0
1,40,Borussia Dortmund,75.0,Dortmund,GER,Real Betis,31.0,Seville,ESP,1893.0
1,41,Napoli,71.0,Naples,ITA,Atlético de Madrid,73.0,Madrid,ESP,1515.0
1,42,Napoli,71.0,Naples,ITA,Qarabağ,26.0,Baku,AZE,2986.0
1,43,Napoli,71.0,Naples,ITA,Villarreal,68.0,Villarreal,ESP,1219.0
1,44,Napoli,71.0,Naples,ITA,Pyunik,9.5,Yerevan,ARM,2545.0
1,45,Benfica,69.0,Lisbon,POR,Celtic,30.0,Glasgow,SCO,1940.0
1,46,Benfica,69.0,Lisbon,POR,Juventus,80.0,Turin,ITA,1557.0
1,47,Benfica,69.0,Lisbon,POR,Aston Villa,18.635,Birmingham,ENG,1636.0
1,48,Benfica,69.0,Lisbon,POR,Club Brugge,48.0,Bruges,BEL,1690.0
1,49,Villarreal,68.0,Villarreal,ESP,Marseille,34.0,Marseille,FRA,586.0
1,50,Villarreal,68.0,Villarreal,ESP,Roma,86.0,Rome,ITA,1079.0
1,51,Villarreal,68.0,Villarreal,ESP,AZ Alkmaar,48.0,Alkmaar,NED,1456.0
1,52,Villarreal,68.0,Villarreal,ESP,Víkingur Reykjavík,4.0,Reykjavík,ISL,3035.0
1,53,Ajax,64.0,Amsterdam,NED,Lazio,43.0,Rome,ITA,1296.0
1,54,Ajax,64.0,Amsterdam,NED,Rapid Wien,14.0,Vienna,AUT,935.0
1,55,Ajax,64.0,Amsterdam,NED,Benfica,69.0,Lisbon,POR,1863.0
1,56,Ajax,64.0,Amsterdam,NED,Paris Saint-Germain,101.0,Paris,FRA,430.0
1,57,Rangers,52.0,Glasgow,SCO,Mönchengladbach,21.0,Mönchengladbach,GER,863.0
1,58,Rangers,52.0,Glasgow,SCO,Manchester United,91.0,Manchester,ENG,294.0
1,59,Rangers,52.0,Glasgow,SCO,Sporting CP,45.5,Lisbon,POR,1940.0
1,60,Rangers,52.0,Glasgow,SCO,Rennes,37.0,Rennes,FRA,879.0
1,61,Club Brugge,48.0,Bruges,BEL,Borussia Dortmund,75.0,Dortmund,GER,297.0
1,62,Club Brugge,48.0,Bruges,BEL,Lyon,44.0,Lyon,FRA,617.0
1,63,Club Brugge,48.0,Bruges,BEL,Liverpool,100.0,Liverpool,ENG,489.0
1,64,Club Brugge,48.0,Bruges,BEL,Newcastle,18.635,Newcastle upon Tyne,ENG,531.0
1,65,AZ Alkmaar,48.0,Alkmaar,NED,Real Madrid,112.0,Madrid,ESP,1502.0
1,66,AZ Alkmaar,48.0,Alkmaar,NED,VfL Wolfsburg,22.5,Wolfsburg,GER,408.0
1,67,AZ Alkmaar,48.0,Alkmaar,NED,Rangers,52.0,Glasgow,SCO,686.0
1,68,AZ Alkmaar,48.0,Alkmaar,NED,Union Berlin,21.0,Berlin,GER,584.0
1,69,Sporting CP,45.5,Lisbon,POR,Sevilla,84.0,Seville,ESP,313.0
1,70,Sporting CP,45.5,Lisbon,POR,Napoli,71.0,Naples,ITA,2008.0
1,71,Sporting CP,45.5,Lisbon,POR,Crvena zvezda,40.0,Belgrade,SRB,2530.0
1,72,Sporting CP,45.5,Lisbon,POR,H. Beer Sheva,17.0,Beer Sheva,ISR,4047.0
1,73,Lyon,44.0,Lyon,FRA,Ajax,64.0,Amsterdam,NED,734.0
1,74,Lyon,44.0,Lyon,FRA,Real Betis,31.0,Seville,ESP,1293.0
1,75,Lyon,44.0,Lyon,FRA,Juventus,80.0,Turin,ITA,236.0
1,76,Lyon,44.0,Lyon,FRA,Newcastle,18.635,Newcastle upon Tyne,ENG,1124.0
1,77,Lazio,43.0,Rome,ITA,VfL Wolfsburg,22.5,Wolfsburg,GER,1177.0
1,78,Lazio,43.0,Rome,ITA,Sporting CP,45.5,Lisbon,POR,1863.0
1,79,Lazio,43.0,Rome,ITA,Pyunik,9.5,Yerevan,ARM,2676.0
1,80,Lazio,43.0,Rome,ITA,Paris Saint-Germain,101.0,Paris,FRA,1105.0
1,81,Crvena zvezda,40.0,Belgrade,SRB,Manchester United,91.0,Manchester,ENG,1901.0
1,82,Crvena zvezda,40.0,Belgrade,SRB,Rapid Wien,14.0,Vienna,AUT,492.0
1,83,Crvena zvezda,40.0,Belgrade,SRB,Marseille,34.0,Marseille,FRA,1215.0
1,84,Crvena zvezda,40.0,Belgrade,SRB,Rangers,52.0,Glasgow,SCO,2124.0
1,85,Rennes,37.0,Rennes,FRA,Aston Villa,18.635,Birmingham,ENG,486.0
1,86,Rennes,37.0,Rennes,FRA,Roma,86.0,Rome,ITA,1308.0
1,87,Rennes,37.0,Rennes,FRA,Club Brugge,48.0,Bruges,BEL,492.0
1,88,Rennes,37.0,Rennes,FRA,Crvena zvezda,40.0,Belgrade,SRB,1729.0
1,89,Marseille,34.0,Marseille,FRA,Lazio,43.0,Rome,ITA,603.0
1,90,Marseille,34.0,Marseille,FRA,Manchester City,130.0,Manchester,ENG,1263.0
1,91,Marseille,34.0,Marseille,FRA,Víkingur Reykjavík,4.0,Reykjavík,ISL,2880.0
1,92,Marseille,34.0,Marseille,FRA,AZ Alkmaar,48.0,Alkmaar,NED,1039.0
1,93,Real Betis,31.0,Seville,ESP,Mönchengladbach,21.0,Mönchengladbach,GER,1809.0
1,94,Real Betis,31.0,Seville,ESP,Rennes,37.0,Rennes,FRA,1243.0
1,95,Real Betis,31.0,Seville,ESP,Benfica,69.0,Lisbon,POR,313.0
1,96,Real Betis,31.0,Seville,ESP,Liverpool,100.0,Liverpool,ENG,1796.0
1,97,Celtic,30.0,Glasgow,SCO,H. Beer Sheva,17.0,Beer Sheva,ISR,4078.0
1,98,Celtic,30.0,Glasgow,SCO,Napoli,71.0,Naples,ITA,2144.0
1,99,Celtic,30.0,Glasgow,SCO,Lyon,44.0,Lyon,FRA,1289.0
1,100,Celtic,30.0,Glasgow,SCO,Sevilla,84.0,Seville,ESP,2058.0
1,101,Qarabağ,26.0,Baku,AZE,Union Berlin,21.0,Berlin,GER,3061.0
1,102,Qarabağ,26.0,Baku,AZE,Borussia Dortmund,75.0,Dortmund,GER,3449.0
