replicate,match,home_team,home_team_coefficient,home_team_city,home_team_association,away_team,away_team_coefficient,away_team_city,away_team_association,distance
2,51,Tottenham Hotspur,54.0,London,ENG,Eintracht Frankfurt,57.0,Frankfurt,GER,638.0
2,52,Tottenham Hotspur,54.0,London,ENG,RB Leipzig,87.0,Leipzig,GER,867.0
2,53,AC Milan,49.0,Milan,ITA,Nice,17.0,Nice,FRA,247.0
2,54,AC Milan,49.0,Milan,ITA,Lyon,44.0,Lyon,FRA,340.0
2,55,AC Milan,49.0,Milan,ITA,LASK,34.0,Linz,AUT,499.0
2,56,AC Milan,49.0,Milan,ITA,Barcelona,78.0,Barcelona,ESP,725.0
2,57,Salzburg,49.0,Salzburg,AUT,Viktoria Plzeň,17.0,Plzeň,CZE,215.0
2,58,Salzburg,49.0,Salzburg,AUT,Slavia Praha,42.0,Prague,CZE,272.0
2,59,Salzburg,49.0,Salzburg,AUT,Atalanta,58.0,Bergamo,ITA,348.0
2,60,Salzburg,49.0,Salzburg,AUT,Inter,90.0,Milan,ITA,393.0
2,61,Braga,48.0,Braga,POR,Osasuna,15.922,Pamplona,ESP,578.0
2,62,Braga,48.0,Braga,POR,Crvena zvezda,40.0,Belgrade,SRB,2358.0
2,63,Braga,48.0,Braga,POR,Villarreal,68.0,Villarreal,ESP,724.0
2,64,Braga,48.0,Braga,POR,Tottenham Hotspur,54.0,London,ENG,1276.0
2,65,Lyon,44.0,Lyon,FRA,Salzburg,49.0,Salzburg,AUT,665.0
2,66,Lyon,44.0,Lyon,FRA,Rijeka,12.0,Rijeka,CRO,749.0
2,67,Lyon,44.0,Lyon,FRA,Brighton,18.635,Brighton,ENG,673.0
2,68,Lyon,44.0,Lyon,FRA,Arsenal,58.0,London,ENG,735.0
2,69,PSV,43.0,Eindhoven,NED,Maribor,9.5,Maribor,SVN,919.0
2,70,PSV,43.0,Eindhoven,NED,Slovan Bratislava,26.5,Bratislava,SVK,911.0
2,71,PSV,43.0,Eindhoven,NED,Roma,86.0,Rome,ITA,1187.0
2,72,PSV,43.0,Eindhoven,NED,Braga,48.0,Braga,POR,1527.0
2,73,Real Sociedad,42.0,San Sebastián,ESP,Braga,48.0,Braga,POR,566.0
2,74,Real Sociedad,42.0,San Sebastián,ESP,Nice,17.0,Nice,FRA,746.0
2,75,Real Sociedad,42.0,San Sebastián,ESP,Monaco,24.0,Monaco,FRA,758.0
2,76,Real Sociedad,42.0,San Sebastián,ESP,Inter,90.0,Milan,ITA,918.0
2,77,Slavia Praha,42.0,Prague,CZE,LASK,34.0,Linz,AUT,197.0
2,78,Slavia Praha,42.0,Prague,CZE,Bayern,126.0,Munich,GER,300.0
2,79,Slavia Praha,42.0,Prague,CZE,Maribor,9.5,Maribor,SVN,402.0
2,80,Slavia Praha,42.0,Prague,CZE,Eintracht Frankfurt,57.0,Frankfurt,GER,411.0
2,81,Crvena zvezda,40.0,Belgrade,SRB,Slovan Bratislava,26.5,Bratislava,SVK,453.0
2,82,Crvena zvezda,40.0,Belgrade,SRB,Lyon,44.0,Lyon,FRA,1225.0
2,83,Crvena zvezda,40.0,Belgrade,SRB,Rijeka,12.0,Rijeka,CRO,476.0
2,84,Crvena zvezda,40.0,Belgrade,SRB,RB Leipzig,87.0,Leipzig,GER,942.0
2,85,LASK,34.0,Linz,AUT,Viktoria Plzeň,17.0,Plzeň,CZE,184.0
2,86,LASK,34.0,Linz,AUT,Real Sociedad,42.0,San Sebastián,ESP,1373.0
2,87,LASK,34.0,Linz,AUT,Real Madrid,112.0,Madrid,ESP,1671.0
2,88,LASK,34.0,Linz,AUT,Atalanta,58.0,Bergamo,ITA,454.0
2,89,Slovan Bratislava,26.5,Bratislava,SVK,Slavia Praha,42.0,Prague,CZE,289.0
2,90,Slovan Bratislava,26.5,Bratislava,SVK,Salzburg,49.0,Salzburg,AUT,305.0
2,91,Slovan Bratislava,26.5,Bratislava,SVK,Osasuna,15.922,Pamplona,ESP,1573.0
2,92,Slovan Bratislava,26.5,Bratislava,SVK,Roma,86.0,Rome,ITA,783.0
2,93,Fiorentina,24.0,Florence,ITA,SC Freiburg,19.0,Freiburg,GER,539.0
2,94,Fiorentina,24.0,Florence,ITA,Luzern,6.155,Luzern,SUI,431.0
2,95,Fiorentina,24.0,Florence,ITA,PSV,43.0,Eindhoven,NED,956.0
2,96,Fiorentina,24.0,Florence,ITA,Villarreal,68.0,Villarreal,ESP,1030.0
2,97,Monaco,24.0,Monaco,FRA,Fiorentina,24.0,Florence,ITA,309.0
2,98,Monaco,24.0,Monaco,FRA,Genk,13.0,Genk,BEL,816.0
2,99,Monaco,24.0,Monaco,FRA,Chelsea,96.0,London,ENG,1031.0
2,100,Monaco,24.0,Monaco,FRA,West Ham,54.0,London,ENG,1031.0
2,101,SC Freiburg,19.0,Freiburg,GER,Twente,11.42,Enschede,NED,475.0
2,102,SC Freiburg,19.0,Freiburg,GER,Brighton,18.635,Brighton,ENG,659.0
2,103,SC Freiburg,19.0,Freiburg,GER,Tottenham Hotspur,54.0,London,ENG,693.0
