replicate,match,home_team,home_team_coefficient,home_team_city,home_team_association,away_team,away_team_coefficient,away_team_city,away_team_association,distance
2,56,Villarreal,68.0,Villarreal,ESP,VfL Wolfsburg,22.5,Wolfsburg,GER,1615.0
2,57,Bayer 04 Leverkusen,67.0,Leverkusen,GER,Feyenoord,57.0,Rotterdam,NED,199.0
2,58,Bayer 04 Leverkusen,67.0,Leverkusen,GER,Lille,35.0,Lille,FRA,281.0
2,59,Bayer 04 Leverkusen,67.0,Leverkusen,GER,Manchester United,91.0,Manchester,ENG,684.0
2,60,Bayer 04 Leverkusen,67.0,Leverkusen,GER,Qarabağ,26.0,Baku,AZE,3478.0
2,61,Ajax,64.0,Amsterdam,NED,Real Madrid,112.0,Madrid,ESP,1481.0
2,62,Ajax,64.0,Amsterdam,NED,Bayer 04 Leverkusen,67.0,Leverkusen,GER,205.0
2,63,Ajax,64.0,Amsterdam,NED,Celtic,30.0,Glasgow,SCO,711.0
2,64,Ajax,64.0,Amsterdam,NED,Legia Warszawa,13.0,Warsaw,POL,1093.0
2,65,Atalanta,58.0,Bergamo,ITA,Borussia Dortmund,75.0,Dortmund,GER,666.0
2,66,Atalanta,58.0,Bergamo,ITA,Crvena zvezda,40.0,Belgrade,SRB,849.0
2,67,Atalanta,58.0,Bergamo,ITA,Manchester City,130.0,Manchester,ENG,1216.0
2,68,Atalanta,58.0,Bergamo,ITA,Fenerbahçe,28.0,Istanbul,TUR,1641.0
2,69,Feyenoord,57.0,Rotterdam,NED,Liverpool,100.0,Liverpool,ENG,531.0
2,70,Feyenoord,57.0,Rotterdam,NED,AC Milan,49.0,Milan,ITA,797.0
2,71,Feyenoord,57.0,Rotterdam,NED,Atlético de Madrid,73.0,Madrid,ESP,1424.0
2,72,Feyenoord,57.0,Rotterdam,NED,APOEL,14.5,Nicosia,CYP,2948.0
2,73,AC Milan,49.0,Milan,ITA,Young Boys,32.5,Bern,SUI,213.0
2,74,AC Milan,49.0,Milan,ITA,Bayern,126.0,Munich,GER,348.0
2,75,AC Milan,49.0,Milan,ITA,Rapid Wien,14.0,Vienna,AUT,625.0
2,76,AC Milan,49.0,Milan,ITA,Bayer 04 Leverkusen,67.0,Leverkusen,GER,643.0
2,77,AZ Alkmaar,48.0,Alkmaar,NED,Antwerp,21.0,Antwerp,BEL,159.0
2,78,AZ Alkmaar,48.0,Alkmaar,NED,Lille,35.0,Lille,FRA,252.0
2,79,AZ Alkmaar,48.0,Alkmaar,NED,Chelsea,96.0,London,ENG,357.0
2,80,AZ Alkmaar,48.0,Alkmaar,NED,Atalanta,58.0,Bergamo,ITA,849.0
2,81,Braga,48.0,Braga,POR,Real Sociedad,42.0,San Sebastián,ESP,566.0
2,82,Braga,48.0,Braga,POR,Villarreal,68.0,Villarreal,ESP,724.0
2,83,Braga,48.0,Braga,POR,Barcelona,78.0,Barcelona,ESP,884.0
2,84,Braga,48.0,Braga,POR,Lens,11.266,Lens,FRA,1314.0
2,85,Lyon,44.0,Lyon,FRA,AC Milan,49.0,Milan,ITA,340.0
2,86,Lyon,44.0,Lyon,FRA,Feyenoord,57.0,Rotterdam,NED,685.0
2,87,Lyon,44.0,Lyon,FRA,Inter,90.0,Milan,ITA,340.0
2,88,Lyon,44.0,Lyon,FRA,VfL Wolfsburg,22.5,Wolfsburg,GER,857.0
2,89,Real Sociedad,42.0,San Sebastián,ESP,Qarabağ,26.0,Baku,AZE,4239.0
2,90,Real Sociedad,42.0,San Sebastián,ESP,Lyon,44.0,Lyon,FRA,604.0
2,91,Real Sociedad,42.0,San Sebastián,ESP,Paris Saint-Germain,101.0,Paris,FRA,700.0
2,92,Real Sociedad,42.0,San Sebastián,ESP,Ajax,64.0,Amsterdam,NED,1129.0
2,93,Crvena zvezda,40.0,Belgrade,SRB,Roma,86.0,Rome,ITA,718.0
2,94,Crvena zvezda,40.0,Belgrade,SRB,Fenerbahçe,28.0,Istanbul,TUR,811.0
2,95,Crvena zvezda,40.0,Belgrade,SRB,AZ Alkmaar,48.0,Alkmaar,NED,1439.0
2,96,Crvena zvezda,40.0,Belgrade,SRB,Manchester City,130.0,Manchester,ENG,1901.0
2,97,Lille,35.0,Lille,FRA,Borussia Dortmund,75.0,Dortmund,GER,323.0
2,98,Lille,35.0,Lille,FRA,Aston Villa,18.635,Birmingham,ENG,383.0
2,99,Lille,35.0,Lille,FRA,Crvena zvezda,40.0,Belgrade,SRB,1450.0
2,100,Lille,35.0,Lille,FRA,Manchester United,91.0,Manchester,ENG,481.0
2,101,Young Boys,32.5,Bern,SUI,APOEL,14.5,Nicosia,CYP,2520.0
2,102,Young Boys,32.5,Bern,SUI,Liverpool,100.0,Liverpool,ENG,1032.0
2,103,Young Boys,32.5,Bern,SUI,Atlético de Madrid,73.0,Madrid,ESP,1152.0
2,104,Young Boys,32.5,Bern,SUI,Celtic,30.0,Glasgow,SCO,1277.0
2,105,Celtic,30.0,Glasgow,SCO,Braga,48.0,Braga,POR,1621.0
2,106,Celtic,30.0,Glasgow,SCO,Legia Warszawa,13.0,Warsaw,POL,1688.0
2,107,Celtic,30.0,Glasgow,SCO,Real Madrid,112.0,Madrid,ESP,1718.0
2,108,Celtic,30.0,Glasgow,SCO,Benfica,69.0,Lisbon,POR,1940.0
2,109,Fenerbahçe,28.0,Istanbul,TUR,APOEL,14.5,Nicosia,CYP,753.0
2,110,Fenerbahçe,28.0,Istanbul,TUR,Manchester City,130.0,Manchester,ENG,2703.0
2,111,Fenerbahçe,28.0,Istanbul,TUR,Roma,86.0,Rome,ITA,1375.0
2,112,Fenerbahçe,28.0,Istanbul,TUR,AC Milan,49.0,Milan,ITA,1673.0
2,113,Qarabağ,26.0,Baku,AZE,Fenerbahçe,28.0,Istanbul,TUR,1760.0
2,114,Qarabağ,26.0,Baku,AZE,Crvena zvezda,40.0,Belgrade,SRB,2446.0
2,115,Qarabağ,26.0,Baku,AZE,Bayern,126.0,Munich,GER,3135.0
2,116,Qarabağ,26.0,Baku,AZE,Atalanta,58.0,Bergamo,ITA,3286.0
2,117,VfL Wolfsburg,22.5,Wolfsburg,GER,Ajax,64.0,Amsterdam,NED,399.0
2,118,VfL Wolfsburg,22.5,Wolfsburg,GER,AZ Alkmaar,48.0,Alkmaar,NED,408.0
2,119,VfL Wolfsburg,22.5,Wolfsburg,GER,Antwerp,21.0,Antwerp,BEL,459.0
2,120,VfL Wolfsburg,22.5,Wolfsburg,GER,Chelsea,96.0,London,ENG,754.0
2,121,Antwerp,21.0,Antwerp,BEL,Feyenoord,57.0,Rotterdam,NED,78.0
2,122,Antwerp,21.0,Antwerp,BEL,Lille,35.0,Lille,FRA,115.0
2,123,Antwerp,21.0,Antwerp,BEL,Lens,11.266,Lens,FRA,142.0
2,124,Antwerp,21.0,Antwerp,BEL,Paris Saint-Germain,101.0,Paris,FRA,301.0
2,125,Aston Villa,18.635,Birmingham,ENG,Celtic,30.0,Glasgow,SCO,412.0
2,126,Aston Villa,18.635,Birmingham,ENG,Bayer 04 Leverkusen,67.0,Leverkusen,GER,613.0
2,127,Aston Villa,18.635,Birmingham,ENG,Legia Warszawa,13.0,Warsaw,POL,1531.0
2,128,Aston Villa,18.635,Birmingham,ENG,Barcelona,78.0,Barcelona,ESP,1267.0
2,129,APOEL,14.5,Nicosia,CYP,Qarabağ,26.0,Baku,AZE,1559.0
2,130,APOEL,14.5,Nicosia,CYP,Inter,90.0,Milan,ITA,2335.0
2,131,APOEL,14.5,Nicosia,CYP,Lyon,44.0,Lyon,FRA,2666.0
2,132,APOEL,14.5,Nicosia,CYP,Atlético de Madrid,73.0,Madrid,ESP,3285.0
2,133,Rapid Wien,14.0,Vienna,AUT,VfL Wolfsburg,22.5,Wolfsburg,GER,614.0
2,134,Rapid Wien,14.0,Vienna,AUT,Young Boys,32.5,Bern,SUI,684.0
2,135,Rapid Wien,14.0,Vienna,AUT,Borussia Dortmund,75.0,Dortmund,GER,736.0
2,136,Rapid Wien,14.0,Vienna,AUT,Manchester United,91.0,Manchester,ENG,1427.0
2,137,Legia Warszawa,13.0,Warsaw,POL,Rapid Wien,14.0,Vienna,AUT,556.0
2,138,Legia Warszawa,13.0,Warsaw,POL,Villarreal,68.0,Villarreal,ESP,2109.0
2,139,Legia Warszawa,13.0,Warsaw,POL,Real Madrid,112.0,Madrid,ESP,2290.0
2,140,Legia Warszawa,13.0,Warsaw,POL,Braga,48.0,Braga,POR,2510.0
