run,average_distance_travelled_per_team,average_distance_travelled_per_game,total_distance_travelled,longest_distance_travelled_by_a_team,fixture_with_longest_distance
9157,5650,1263,203388,Sevilla - 10459,Adana Demirspor (adana) v Sevilla (seville) - 3629.0
9158,5136,1158,184904,Olympiacos - 9477,Olympiacos (piraeus) v Celtic (glasgow) - 2872.0
9159,5286,1197,190311,Fenerbahçe - 12163,Bodø/Glimt (bodø) v Fenerbahçe (istanbul) - 3054.0
9160,5370,1217,193318,H. Beer Sheva - 13600,Bodø/Glimt (bodø) v H. Beer Sheva (beer sheva) - 4225.0
9161,5331,1211,191931,Dinamo Tbilisi - 13864,Sporting CP (lisbon) v Dinamo Tbilisi (tbilisi) - 4516.0
9162,5445,1242,196021,Bodø/Glimt - 10328,Benfica (lisbon) v Galatasaray (istanbul) - 3237.0
9163,4868,1116,175231,Benfica - 10085,Real Madrid (madrid) v Sheriff (tiraspol) - 2763.0
9164,5387,1221,193943,Qarabağ - 13598,FC Porto (porto) v Qarabağ (baku) - 4831.0
9165,4738,1071,170550,Sporting CP - 8685,Galatasaray (istanbul) v Sporting CP (lisbon) - 3237.0
9166,5674,1296,204279,Pyunik - 12858,Rennes (rennes) v Pyunik (yerevan) - 3730.0
9167,5355,1199,192782,H. Beer Sheva - 14851,H. Beer Sheva (beer sheva) v FC Porto (porto) - 4001.0
9168,4979,1128,179238,Galatasaray - 9352,Sevilla (seville) v Galatasaray (istanbul) - 3019.0
9169,5150,1165,185392,Adana Demirspor - 12864,Adana Demirspor (adana) v Derry (derry) - 3770.0
9170,4570,1027,164532,Real Madrid - 7877,Partizan (belgrade) v Sporting CP (lisbon) - 2530.0
9171,5307,1196,191065,H. Beer Sheva - 12586,Arsenal (london) v H. Beer Sheva (beer sheva) - 3625.0
9172,5289,1183,190408,Fenerbahçe - 10193,Benfica (lisbon) v Fenerbahçe (istanbul) - 3237.0
9173,5085,1156,183066,Dynamo Kyiv - 9214,Beşiktaş (istanbul) v Sevilla (seville) - 3019.0
9174,4700,1055,169187,Sevilla - 9107,Lech Poznań (poznań) v Sevilla (seville) - 2438.0
9175,6371,1436,229365,Qarabağ - 16787,Real Betis (seville) v Qarabağ (baku) - 4767.0
9176,5046,1150,181640,Adana Demirspor - 12165,Sevilla (seville) v Adana Demirspor (adana) - 3629.0
9177,5571,1249,200555,Galatasaray - 11422,Bodø/Glimt (bodø) v Benfica (lisbon) - 3495.0
9178,4920,1116,177102,Partizan - 8317,Galatasaray (istanbul) v Manchester United (manchester) - 2703.0
9179,5142,1175,185115,Benfica - 9791,Fenerbahçe (istanbul) v Braga (braga) - 3103.0
9180,5545,1249,199624,Adana Demirspor - 12944,Real Betis (seville) v Adana Demirspor (adana) - 3629.0
9181,5172,1164,186176,Galatasaray - 10391,Sporting CP (lisbon) v Galatasaray (istanbul) - 3237.0
9182,5084,1148,183009,Fenerbahçe - 9407,Fenerbahçe (istanbul) v FC Porto (porto) - 3126.0
9183,5732,1310,206342,Ordabasy - 20350,Rangers (glasgow) v Ordabasy (shymkent) - 5307.0
9184,4961,1111,178590,Galatasaray - 11089,Sporting CP (lisbon) v Galatasaray (istanbul) - 3237.0
9185,5555,1253,199997,Qarabağ - 12270,Aberdeen (aberdeen) v Qarabağ (baku) - 4113.0
9186,4884,1110,175840,Sevilla - 7644,TSC Bačka Topola (bačka topola) v Sevilla (seville) - 2319.0
9187,5796,1312,208639,Qarabağ - 14163,Liverpool (liverpool) v Qarabağ (baku) - 4162.0
9188,4914,1100,176897,Sevilla - 10171,Sporting CP (lisbon) v Crvena zvezda (belgrade) - 2530.0
9189,4996,1139,179860,Fenerbahçe - 8946,Fenerbahçe (istanbul) v Braga (braga) - 3103.0
9190,6262,1400,225422,Ararat-Armenia - 16708,Sporting CP (lisbon) v Ararat-Armenia (yerevan) - 4538.0
9191,5118,1161,184257,Galatasaray - 10219,Sporting CP (lisbon) v Bodø/Glimt (bodø) - 3495.0
9192,5782,1299,208151,Bodø/Glimt - 12112,Real Betis (seville) v Bodø/Glimt (bodø) - 3562.0
9193,4846,1099,174439,Crvena zvezda - 7853,Real Sociedad (san sebastián) v Sheriff (tiraspol) - 2505.0
9194,5190,1158,186824,Real Betis - 9752,Legia Warszawa (warsaw) v Real Betis (seville) - 2668.0
9195,5263,1177,189460,Sevilla - 10889,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
9196,5610,1268,201971,H. Beer Sheva - 12064,Aberdeen (aberdeen) v H. Beer Sheva (beer sheva) - 4027.0
9197,5596,1252,201447,Qarabağ - 18229,Sevilla (seville) v Qarabağ (baku) - 4767.0
9198,5853,1323,210696,Fenerbahçe - 13116,Manchester City (manchester) v APOEL (nicosia) - 3431.0
9199,5179,1184,186430,Sporting CP - 8946,Sporting CP (lisbon) v Bodø/Glimt (bodø) - 3495.0
9200,4909,1105,176709,Galatasaray - 11129,Bodø/Glimt (bodø) v Sporting CP (lisbon) - 3495.0
9201,5858,1331,210899,Qarabağ - 15393,Sevilla (seville) v Qarabağ (baku) - 4767.0
9202,5834,1295,210038,Qarabağ - 19931,FC Porto (porto) v Qarabağ (baku) - 4831.0
9203,5528,1240,199020,Galatasaray - 10851,Ludogorets (razgrad) v Benfica (lisbon) - 3011.0
9204,5576,1248,200723,Galatasaray - 11254,Galatasaray (istanbul) v FC Porto (porto) - 3126.0
9205,4978,1123,179197,Braga - 9851,Fenerbahçe (istanbul) v Rangers (glasgow) - 2912.0
9206,6018,1374,216659,Maccabi Haifa - 13478,Braga (braga) v Dinamo Tbilisi (tbilisi) - 4352.0
9207,5136,1137,184895,Fenerbahçe - 13666,Fenerbahçe (istanbul) v Benfica (lisbon) - 3237.0
9208,5388,1219,193986,Bodø/Glimt - 10973,Bodø/Glimt (bodø) v Atlético de Madrid (madrid) - 3186.0
9209,5059,1148,182126,Sevilla - 9050,KÍ Klaksvík (klaksvík) v Roma (rome) - 2587.0
9210,5191,1164,186879,Galatasaray - 10847,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
9211,5078,1153,182821,Sevilla - 7893,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
9212,5069,1141,182491,Sevilla - 9657,FC Porto (porto) v Galatasaray (istanbul) - 3126.0
9213,5104,1151,183750,Sporting CP - 9109,Sporting CP (lisbon) v Olympiacos (piraeus) - 2849.0
9214,4976,1115,179144,Sevilla - 9426,Fenerbahçe (istanbul) v Benfica (lisbon) - 3237.0
9215,5411,1224,194809,Slovan Bratislava - 8671,HJK (helsinki) v Real Betis (seville) - 3339.0
9216,5216,1185,187766,Real Betis - 8663,Fenerbahçe (istanbul) v Real Betis (seville) - 3019.0
9217,5630,1273,202664,Pyunik - 13368,Braga (braga) v Pyunik (yerevan) - 4385.0
9218,4565,1029,164331,Real Betis - 9496,Legia Warszawa (warsaw) v Real Betis (seville) - 2668.0
9219,4928,1101,177392,Fenerbahçe - 10939,Benfica (lisbon) v Fenerbahçe (istanbul) - 3237.0
9220,5487,1249,197516,Maccabi Haifa - 14709,Bodø/Glimt (bodø) v Maccabi Haifa (haifa) - 4062.0
9221,5311,1192,191193,Bodø/Glimt - 9289,Villarreal (villarreal) v Bodø/Glimt (bodø) - 3165.0
9222,5242,1164,188721,Olympiacos - 9968,Sporting CP (lisbon) v Olympiacos (piraeus) - 2849.0
9223,5580,1253,200893,Beşiktaş - 9896,Beşiktaş (istanbul) v Linfield (belfast) - 2969.0
9224,5191,1195,186892,APOEL - 10394,APOEL (nicosia) v Aberdeen (aberdeen) - 3593.0
9225,5659,1290,203710,Qarabağ - 14930,Manchester City (manchester) v Qarabağ (baku) - 4112.0
9226,4702,1072,169261,Sporting CP - 7629,Slovan Bratislava (bratislava) v Sporting CP (lisbon) - 2348.0
9227,5758,1311,207298,Qarabağ - 14149,Qarabağ (baku) v Real Betis (seville) - 4767.0
9228,4673,1053,168228,Real Betis - 8890,Atlético de Madrid (madrid) v Galatasaray (istanbul) - 2739.0
9229,5582,1259,200953,Bodø/Glimt - 12119,Bodø/Glimt (bodø) v Sporting CP (lisbon) - 3495.0
9230,5564,1258,200299,Fenerbahçe - 10048,Bodø/Glimt (bodø) v Atlético de Madrid (madrid) - 3186.0
9231,4954,1107,178353,H. Beer Sheva - 13985,H. Beer Sheva (beer sheva) v Manchester City (manchester) - 3848.0
9232,5214,1189,187692,H. Beer Sheva - 13139,Sporting CP (lisbon) v H. Beer Sheva (beer sheva) - 4047.0
9233,5090,1149,183250,Olympiacos - 11441,Rangers (glasgow) v Olympiacos (piraeus) - 2872.0
9234,5542,1243,199513,Olympiacos - 10621,Bodø/Glimt (bodø) v Villarreal (villarreal) - 3165.0
9235,4713,1073,169685,Fenerbahçe - 9939,Celtic (glasgow) v Fenerbahçe (istanbul) - 2912.0
9236,5138,1165,184965,Bodø/Glimt - 8181,Bodø/Glimt (bodø) v Real Sociedad (san sebastián) - 2838.0
9237,5365,1211,193139,Sevilla - 8917,Sporting CP (lisbon) v Zorya Luhansk (lublin) - 2825.0
9238,5347,1212,192498,Adana Demirspor - 10124,Adana Demirspor (adana) v Benfica (lisbon) - 3869.0
9239,4500,1002,161996,Atlético de Madrid - 7932,Crvena zvezda (belgrade) v Real Betis (seville) - 2350.0
9240,4995,1147,179825,Maccabi Haifa - 12856,Celtic (glasgow) v Maccabi Haifa (haifa) - 3952.0
9241,4851,1090,174625,Fenerbahçe - 11039,Liverpool (liverpool) v Fenerbahçe (istanbul) - 2748.0
9242,5932,1335,213545,H. Beer Sheva - 13132,Real Betis (seville) v H. Beer Sheva (beer sheva) - 3776.0
9243,5403,1230,194510,H. Beer Sheva - 11115,H. Beer Sheva (beer sheva) v Celtic (glasgow) - 4078.0
9244,6058,1383,218082,Ararat-Armenia - 11273,Ararat-Armenia (yerevan) v Sevilla (seville) - 4329.0
9245,5137,1161,184946,Bodø/Glimt - 8722,Bodø/Glimt (bodø) v Villarreal (villarreal) - 3165.0
9246,5086,1137,183103,Fenerbahçe - 10873,CFR Cluj (cluj-napoca) v FC Porto (porto) - 2634.0
9247,5141,1153,185082,Fenerbahçe - 10936,Sporting CP (lisbon) v Ludogorets (razgrad) - 3011.0
9248,5053,1136,181899,Sevilla - 10820,Fenerbahçe (istanbul) v Sevilla (seville) - 3019.0
9249,5173,1154,186229,Sevilla - 9621,Olympiacos (piraeus) v Arsenal (london) - 2390.0
9250,5458,1251,196491,Adana Demirspor - 14164,Braga (braga) v Adana Demirspor (adana) - 3761.0
9251,5294,1199,190598,Qarabağ - 17585,Rennes (rennes) v Qarabağ (baku) - 4116.0
9252,4553,1038,163921,KÍ Klaksvík - 7413,KÍ Klaksvík (klaksvík) v Real Betis (seville) - 2762.0
9253,5628,1267,202608,Qarabağ - 16480,FC Porto (porto) v Qarabağ (baku) - 4831.0
9254,5421,1212,195165,Qarabağ - 15882,Atlético de Madrid (madrid) v Qarabağ (baku) - 4466.0
9255,4929,1113,177444,Sevilla - 8551,Manchester City (manchester) v Fenerbahçe (istanbul) - 2703.0
9256,4873,1104,175418,Dynamo Kyiv - 7304,Galatasaray (istanbul) v Rangers (glasgow) - 2912.0
9257,5933,1345,213584,Qarabağ - 16142,Qarabağ (baku) v Atlético de Madrid (madrid) - 4466.0
9258,4670,1056,168106,Manchester United - 7920,Galatasaray (istanbul) v Chelsea (london) - 2501.0
9259,5488,1235,197569,APOEL - 12619,Braga (braga) v APOEL (nicosia) - 3678.0
9260,5669,1285,204088,H. Beer Sheva - 14676,FC Porto (porto) v H. Beer Sheva (beer sheva) - 4001.0
9261,5305,1190,190966,Sporting CP - 9660,Manchester United (manchester) v Galatasaray (istanbul) - 2703.0
9262,5324,1199,191672,Olympiacos - 10087,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
9263,4995,1135,179816,Bodø/Glimt - 8961,Braga (braga) v Bodø/Glimt (bodø) - 3178.0
9264,5551,1246,199835,Pyunik - 11841,Feyenoord (rotterdam) v Pyunik (yerevan) - 3302.0
9265,6070,1368,218523,H. Beer Sheva - 14519,Celtic (glasgow) v H. Beer Sheva (beer sheva) - 4078.0
9266,5384,1225,193832,Bodø/Glimt - 9742,Fenerbahçe (istanbul) v FC Porto (porto) - 3126.0
9267,5036,1134,181299,Sevilla - 10113,Crvena zvezda (belgrade) v Sevilla (seville) - 2350.0
9268,5784,1286,208236,Qarabağ - 20597,Real Betis (seville) v Qarabağ (baku) - 4767.0
9269,5402,1205,194489,Sporting CP - 10123,CFR Cluj (cluj-napoca) v Sporting CP (lisbon) - 2796.0
9270,5870,1335,211333,Ordabasy - 18401,Ordabasy (shymkent) v Manchester United (manchester) - 5259.0
9271,5250,1186,189015,Galatasaray - 11051,Sheriff (tiraspol) v Real Madrid (madrid) - 2763.0
9272,5484,1229,197420,Bodø/Glimt - 15322,Real Betis (seville) v Bodø/Glimt (bodø) - 3562.0
9273,5251,1173,189025,Braga - 9769,Zorya Luhansk (lublin) v Braga (braga) - 2587.0
9274,5394,1227,194192,H. Beer Sheva - 14719,Hearts (edinburgh) v H. Beer Sheva (beer sheva) - 4023.0
9275,5228,1178,188221,H. Beer Sheva - 16563,Rangers (glasgow) v H. Beer Sheva (beer sheva) - 4078.0
9276,5288,1199,190384,H. Beer Sheva - 12198,H. Beer Sheva (beer sheva) v Manchester United (manchester) - 3848.0
9277,5342,1198,192311,Sevilla - 9997,Fenerbahçe (istanbul) v Sevilla (seville) - 3019.0
9278,5068,1148,182435,Bodø/Glimt - 9711,FC Porto (porto) v Bodø/Glimt (bodø) - 3224.0
9279,5360,1203,192945,Sevilla - 11105,HJK (helsinki) v Sevilla (seville) - 3339.0
9280,5144,1154,185199,Sevilla - 9829,Fenerbahçe (istanbul) v Sevilla (seville) - 3019.0
9281,5133,1141,184777,Sevilla - 9667,APOEL (nicosia) v Rangers (glasgow) - 3652.0
9282,5167,1167,185998,Beşiktaş - 9431,Lincoln Red Imps (gibraltar) v Beşiktaş (istanbul) - 3013.0
9283,5878,1327,211625,Qarabağ - 17388,Qarabağ (baku) v Sporting CP (lisbon) - 4968.0
9284,5986,1357,215505,Qarabağ - 14115,Qarabağ (baku) v Atlético de Madrid (madrid) - 4466.0
9285,5229,1173,188260,Fenerbahçe - 11202,Galatasaray (istanbul) v Braga (braga) - 3103.0
9286,5704,1300,205359,Maccabi Haifa - 13147,Celtic (glasgow) v Maccabi Haifa (haifa) - 3952.0
9287,4769,1064,171681,Real Betis - 9374,Hamrun Spartans FC (ħamrun) v Celtic (glasgow) - 2635.0
9288,5772,1285,207799,Ararat-Armenia - 15635,Manchester United (manchester) v Ararat-Armenia (yerevan) - 3769.0
9289,4847,1083,174495,Sevilla - 9106,Sevilla (seville) v Flora Tallinn (tallinn) - 3283.0
9290,5162,1171,185850,Bodø/Glimt - 10064,Sporting CP (lisbon) v Fenerbahçe (istanbul) - 3237.0
9291,5781,1307,208113,Galatasaray - 13278,FC Porto (porto) v Galatasaray (istanbul) - 3126.0
9292,5122,1176,184403,Neftçi - 13521,Neftçi (baku) v Sevilla (seville) - 4767.0
9293,5531,1232,199115,Fenerbahçe - 10454,Fenerbahçe (istanbul) v Sporting CP (lisbon) - 3237.0
9294,5478,1231,197194,Qarabağ - 13527,Sporting CP (lisbon) v Qarabağ (baku) - 4968.0
9295,5221,1175,187960,Fenerbahçe - 10630,Fenerbahçe (istanbul) v Atlético de Madrid (madrid) - 2739.0
9296,5207,1161,187459,Galatasaray - 10943,Galatasaray (istanbul) v West Ham (london) - 2501.0
9297,5008,1136,180299,Flora Tallinn - 9868,Real Betis (seville) v Flora Tallinn (tallinn) - 3283.0
9298,5172,1170,186200,Sevilla - 10012,Fenerbahçe (istanbul) v Sevilla (seville) - 3019.0
9299,5332,1194,191940,H. Beer Sheva - 14699,H. Beer Sheva (beer sheva) v Rangers (glasgow) - 4078.0
9300,5406,1209,194628,Fenerbahçe - 11114,Bodø/Glimt (bodø) v Benfica (lisbon) - 3495.0
9301,5165,1162,185928,Real Betis - 10975,Bodø/Glimt (bodø) v Real Betis (seville) - 3562.0
9302,5372,1204,193379,Sevilla - 10762,Beşiktaş (istanbul) v Sevilla (seville) - 3019.0
9303,4821,1092,173569,Sporting CP - 9681,Atlético de Madrid (madrid) v Beşiktaş (istanbul) - 2739.0
9304,5394,1219,194173,Galatasaray - 9804,Flora Tallinn (tallinn) v FC Porto (porto) - 3066.0
9305,5662,1279,203836,Qarabağ - 14307,FC Porto (porto) v Qarabağ (baku) - 4831.0
9306,5391,1204,194062,Fenerbahçe - 9946,Fenerbahçe (istanbul) v Manchester United (manchester) - 2703.0
9307,5108,1144,183895,Galatasaray - 9614,FC Porto (porto) v HJK (helsinki) - 3113.0
9308,5548,1268,199730,Qarabağ - 11996,Qarabağ (baku) v Sevilla (seville) - 4767.0
9309,4733,1077,170399,Fenerbahçe - 7645,Atlético de Madrid (madrid) v Galatasaray (istanbul) - 2739.0
9310,4401,1005,158438,CFR Cluj - 8294,Ferencváros (budapest) v Sporting CP (lisbon) - 2469.0
9311,5011,1137,180413,Beşiktaş - 10456,FC Porto (porto) v Beşiktaş (istanbul) - 3126.0
9312,5835,1312,210056,Sevilla - 10411,KÍ Klaksvík (klaksvík) v Sevilla (seville) - 2762.0
9313,5179,1177,186429,Galatasaray - 9417,FC Porto (porto) v Galatasaray (istanbul) - 3126.0
9314,5591,1275,201269,Ararat-Armenia - 13596,Atlético de Madrid (madrid) v Ararat-Armenia (yerevan) - 4037.0
9315,5113,1147,184063,Sporting CP - 9344,Fenerbahçe (istanbul) v Manchester United (manchester) - 2703.0
9316,5047,1126,181708,Sevilla - 10026,CFR Cluj (cluj-napoca) v Braga (braga) - 2603.0
9317,5102,1154,183655,H. Beer Sheva - 11885,H. Beer Sheva (beer sheva) v Chelsea (london) - 3625.0
9318,5336,1210,192110,Ludogorets - 9801,FC Porto (porto) v Olympiacos (piraeus) - 2776.0
9319,5648,1279,203316,Maccabi Haifa - 12168,Maccabi Haifa (haifa) v Rangers (glasgow) - 3952.0
9320,4678,1049,168395,Copenhagen - 8530,Benfica (lisbon) v Copenhagen (copenhagen) - 2477.0
9321,5151,1165,185447,Maccabi Haifa - 14234,Benfica (lisbon) v Maccabi Haifa (haifa) - 3997.0
9322,5079,1160,182860,APOEL - 10008,Sevilla (seville) v APOEL (nicosia) - 3511.0
9323,5233,1166,188404,Olympiacos - 10668,Sporting CP (lisbon) v Dynamo Kyiv (bucharest) - 2975.0
9324,5020,1129,180722,Fenerbahçe - 8945,Fenerbahçe (istanbul) v Sporting CP (lisbon) - 3237.0
9325,6275,1409,225909,H. Beer Sheva - 15225,Rangers (glasgow) v H. Beer Sheva (beer sheva) - 4078.0
9326,5089,1143,183219,Bodø/Glimt - 11781,Bodø/Glimt (bodø) v Sevilla (seville) - 3562.0
9327,4960,1124,178544,Fenerbahçe - 10098,Sevilla (seville) v Fenerbahçe (istanbul) - 3019.0
9328,5287,1188,190343,Manchester City - 9071,Olympiacos (piraeus) v Rangers (glasgow) - 2872.0
9329,5276,1189,189952,Flora Tallinn - 9627,Benfica (lisbon) v Flora Tallinn (tallinn) - 3311.0
9330,5335,1194,192058,Fenerbahçe - 10451,Sporting CP (lisbon) v Crvena zvezda (belgrade) - 2530.0
9331,5341,1207,192274,Olympiacos - 9553,Manchester United (manchester) v Olympiacos (piraeus) - 2624.0
9332,4892,1100,176127,Galatasaray - 8782,Galatasaray (istanbul) v Rangers (glasgow) - 2912.0
9333,5214,1170,187701,Sporting CP - 8534,Sporting CP (lisbon) v Olympiacos (piraeus) - 2849.0
9334,5351,1207,192631,Fenerbahçe - 10911,FC Porto (porto) v Fenerbahçe (istanbul) - 3126.0
9335,5326,1187,191754,Crvena zvezda - 9899,Benfica (lisbon) v Crvena zvezda (belgrade) - 2530.0
9336,5502,1238,198075,Bodø/Glimt - 9713,Bodø/Glimt (bodø) v FC Porto (porto) - 3224.0
9337,5066,1128,182373,Sevilla - 10840,FC Porto (porto) v Dynamo Kyiv (bucharest) - 2834.0
9338,5123,1157,184415,Pyunik - 13939,Atlético de Madrid (madrid) v Pyunik (yerevan) - 4037.0
9339,5703,1284,205308,Sevilla - 9981,Fenerbahçe (istanbul) v FC Porto (porto) - 3126.0
9340,5552,1253,199869,H. Beer Sheva - 12780,Celtic (glasgow) v H. Beer Sheva (beer sheva) - 4078.0
9341,5480,1241,197266,Pyunik - 13198,Pyunik (yerevan) v Atlético de Madrid (madrid) - 4037.0
9342,4960,1132,178561,Fenerbahçe - 10027,Sporting CP (lisbon) v Fenerbahçe (istanbul) - 3237.0
9343,5685,1277,204663,Maccabi Haifa - 16206,Hearts (edinburgh) v Maccabi Haifa (haifa) - 3896.0
9344,6744,1523,242798,Qarabağ - 15580,Liverpool (liverpool) v Qarabağ (baku) - 4162.0
9345,5588,1260,201153,APOEL - 12810,Celtic (glasgow) v APOEL (nicosia) - 3652.0
9346,5307,1203,191060,RFS - 9307,Sevilla (seville) v RFS (riga) - 3101.0
9347,5082,1151,182943,Crvena zvezda - 9108,Manchester City (manchester) v Galatasaray (istanbul) - 2703.0
9348,5395,1213,194221,Bodø/Glimt - 8992,Benfica (lisbon) v Bodø/Glimt (bodø) - 3495.0
9349,5475,1243,197117,H. Beer Sheva - 13432,Rangers (glasgow) v H. Beer Sheva (beer sheva) - 4078.0
9350,5745,1304,206813,Sporting CP - 11198,Galatasaray (istanbul) v Sporting CP (lisbon) - 3237.0
9351,4744,1074,170777,Sporting CP - 9930,Sporting CP (lisbon) v Crvena zvezda (belgrade) - 2530.0
9352,5139,1152,185000,Sevilla - 10275,Beşiktaş (istanbul) v Sevilla (seville) - 3019.0
9353,5678,1275,204390,Fenerbahçe - 11241,Braga (braga) v Bodø/Glimt (bodø) - 3178.0
9354,5290,1226,190453,Sheriff - 10050,FC Porto (porto) v Sheriff (tiraspol) - 3102.0
9355,4925,1114,177315,Rangers - 9228,Benfica (lisbon) v Partizan (belgrade) - 2530.0
9356,5184,1163,186608,Zorya Luhansk - 9584,Sporting CP (lisbon) v Zorya Luhansk (lublin) - 2825.0
9357,4995,1128,179806,Bodø/Glimt - 12040,Benfica (lisbon) v Bodø/Glimt (bodø) - 3495.0
9358,5315,1203,191335,Sheriff - 10252,Real Betis (seville) v Sheriff (tiraspol) - 3099.0
9359,5863,1335,211074,Qarabağ - 17053,Qarabağ (baku) v Benfica (lisbon) - 4968.0
9360,5261,1184,189402,Sevilla - 10040,Riga (riga) v Sevilla (seville) - 3101.0
9361,5219,1193,187871,Maccabi Haifa - 11456,Maccabi Haifa (haifa) v Sevilla (seville) - 3733.0
9362,5174,1167,186251,H. Beer Sheva - 12591,H. Beer Sheva (beer sheva) v Benfica (lisbon) - 4047.0
9363,5370,1210,193311,Real Betis - 9973,Fenerbahçe (istanbul) v Real Betis (seville) - 3019.0
9364,5376,1230,193541,Qarabağ - 13633,Qarabağ (baku) v Atlético de Madrid (madrid) - 4466.0
9365,4638,1041,166983,Napoli - 8498,Sevilla (seville) v Ferencváros (budapest) - 2326.0
9366,5475,1222,197108,Galatasaray - 10720,Ludogorets (razgrad) v Real Betis (seville) - 2814.0
9367,5239,1189,188615,Adana Demirspor - 10556,Adana Demirspor (adana) v Liverpool (liverpool) - 3453.0
9368,4979,1113,179241,Fenerbahçe - 11462,Fenerbahçe (istanbul) v Sporting CP (lisbon) - 3237.0
9369,6157,1384,221668,Fenerbahçe - 12646,West Ham (london) v H. Beer Sheva (beer sheva) - 3625.0
9370,5941,1340,213893,H. Beer Sheva - 13329,Celtic (glasgow) v H. Beer Sheva (beer sheva) - 4078.0
9371,6471,1463,232971,Qarabağ - 14918,Qarabağ (baku) v FC Porto (porto) - 4831.0
9372,5602,1247,201658,Fenerbahçe - 10581,Fenerbahçe (istanbul) v Real Betis (seville) - 3019.0
9373,5116,1157,184182,Galatasaray - 10045,Dynamo Kyiv (bucharest) v Braga (braga) - 2807.0
9374,4875,1098,175492,Sevilla - 9948,Crvena zvezda (belgrade) v Sevilla (seville) - 2350.0
9375,4759,1072,171326,Sevilla - 8103,Dynamo Kyiv (bucharest) v Benfica (lisbon) - 2975.0
9376,5574,1255,200653,Ludogorets - 9847,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
9377,4686,1057,168685,Atlético de Madrid - 7350,Real Sociedad (san sebastián) v Sheriff (tiraspol) - 2505.0
9378,5692,1283,204910,Bodø/Glimt - 13375,Bodø/Glimt (bodø) v Sporting CP (lisbon) - 3495.0
9379,5439,1228,195816,H. Beer Sheva - 14417,Rangers (glasgow) v H. Beer Sheva (beer sheva) - 4078.0
9380,4906,1108,176598,BATE Borisov - 8318,Drita (gjilan) v Celtic (glasgow) - 2367.0
9381,5606,1266,201817,Galatasaray - 12703,Dynamo Kyiv (bucharest) v Benfica (lisbon) - 2975.0
9382,5780,1278,208077,FC Porto - 12032,Bodø/Glimt (bodø) v FC Porto (porto) - 3224.0
9383,5088,1158,183157,Bodø/Glimt - 10649,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
9384,5605,1270,201787,APOEL - 11117,APOEL (nicosia) v Rennes (rennes) - 3211.0
9385,5925,1336,213303,Bodø/Glimt - 10886,Bodø/Glimt (bodø) v Sporting CP (lisbon) - 3495.0
9386,5961,1356,214598,Qarabağ - 12638,Qarabağ (baku) v Manchester United (manchester) - 4112.0
