run,average_distance_travelled_per_team,average_distance_travelled_per_game,total_distance_travelled,longest_distance_travelled_by_a_team,fixture_with_longest_distance
Total,4130.666666666667,1208.5,148713.58333333334,Pyunik - 11550,Atlético de Madrid (madrid) v Ararat-Armenia (yerevan) - 4037.0
