replicate,match,home_team,home_team_coefficient,home_team_city,home_team_association,away_team,away_team_coefficient,away_team_city,away_team_association,distance
1,1,Bayern,126.0,Munich,GER,Barcelona,78.0,Barcelona,ESP,1055.0
1,2,Bayern,126.0,Munich,GER,PSV,43.0,Eindhoven,NED,572.0
1,3,Bayern,126.0,Munich,GER,LASK,34.0,Linz,AUT,201.0
1,4,Bayern,126.0,Munich,GER,Luzern,6.155,Luzern,SUI,273.0
1,5,Real Madrid,112.0,Madrid,ESP,Inter,90.0,Milan,ITA,1188.0
1,6,Real Madrid,112.0,Madrid,ESP,Braga,48.0,Braga,POR,417.0
1,7,Real Madrid,112.0,Madrid,ESP,Rijeka,12.0,Rijeka,CRO,1572.0
1,8,Real Madrid,112.0,Madrid,ESP,Slavia Praha,42.0,Prague,CZE,1773.0
1,9,Chelsea,96.0,London,ENG,SC Freiburg,19.0,Freiburg,GER,693.0
1,10,Chelsea,96.0,London,ENG,Viktoria Plzeň,17.0,Plzeň,CZE,948.0
1,11,Chelsea,96.0,London,ENG,Atalanta,58.0,Bergamo,ITA,966.0
1,12,Chelsea,96.0,London,ENG,Real Madrid,112.0,Madrid,ESP,1263.0
1,13,Inter,90.0,Milan,ITA,Osasuna,15.922,Pamplona,ESP,913.0
1,14,Inter,90.0,Milan,ITA,Monaco,24.0,Monaco,FRA,238.0
1,15,Inter,90.0,Milan,ITA,Tottenham Hotspur,54.0,London,ENG,959.0
1,16,Inter,90.0,Milan,ITA,Arsenal,58.0,London,ENG,959.0
1,17,RB Leipzig,87.0,Leipzig,GER,Real Sociedad,42.0,San Sebastián,ESP,1399.0
1,18,RB Leipzig,87.0,Leipzig,GER,Roma,86.0,Rome,ITA,1050.0
1,19,RB Leipzig,87.0,Leipzig,GER,Twente,11.42,Enschede,NED,390.0
1,20,RB Leipzig,87.0,Leipzig,GER,Lyon,44.0,Lyon,FRA,832.0
1,21,Roma,86.0,Rome,ITA,Bayern,126.0,Munich,GER,697.0
1,22,Roma,86.0,Rome,ITA,West Ham,54.0,London,ENG,1434.0
1,23,Roma,86.0,Rome,ITA,Slovan Bratislava,26.5,Bratislava,SVK,783.0
1,24,Roma,86.0,Rome,ITA,Genk,13.0,Genk,BEL,1140.0
1,25,Barcelona,78.0,Barcelona,ESP,AC Milan,49.0,Milan,ITA,725.0
1,26,Barcelona,78.0,Barcelona,ESP,Brighton,18.635,Brighton,ENG,1065.0
1,27,Barcelona,78.0,Barcelona,ESP,Nice,17.0,Nice,FRA,491.0
1,28,Barcelona,78.0,Barcelona,ESP,Chelsea,96.0,London,ENG,1139.0
1,29,Villarreal,68.0,Villarreal,ESP,Fiorentina,24.0,Florence,ITA,1030.0
1,30,Villarreal,68.0,Villarreal,ESP,Salzburg,49.0,Salzburg,AUT,1364.0
