replicate,match,home_team,home_team_coefficient,home_team_city,home_team_association,away_team,away_team_coefficient,away_team_city,away_team_association,distance
1,1,Atlético de Madrid,73.0,Madrid,ESP,VfL Wolfsburg,22.5,Wolfsburg,GER,1730.0
1,2,Atlético de Madrid,73.0,Madrid,ESP,Sporting CP,45.5,Lisbon,POR,502.0
1,3,Atlético de Madrid,73.0,Madrid,ESP,Aston Villa,18.635,Birmingham,ENG,1351.0
1,4,Atlético de Madrid,73.0,Madrid,ESP,Paris Saint-Germain,101.0,Paris,FRA,1053.0
1,5,Manchester City,130.0,Manchester,ENG,Celtic,30.0,Glasgow,SCO,294.0
1,6,Manchester City,130.0,Manchester,ENG,Rangers,52.0,Glasgow,SCO,294.0
1,7,Manchester City,130.0,Manchester,ENG,Mönchengladbach,21.0,Mönchengladbach,GER,627.0
1,8,Manchester City,130.0,Manchester,ENG,Juventus,80.0,Turin,ITA,1178.0
1,9,Real Madrid,112.0,Madrid,ESP,Benfica,69.0,Lisbon,POR,502.0
1,10,Real Madrid,112.0,Madrid,ESP,Liverpool,100.0,Liverpool,ENG,1446.0
1,11,Real Madrid,112.0,Madrid,ESP,Marseille,34.0,Marseille,FRA,816.0
1,12,Real Madrid,112.0,Madrid,ESP,Newcastle,18.635,Newcastle upon Tyne,ENG,1630.0
1,13,Paris Saint-Germain,101.0,Paris,FRA,Club Brugge,48.0,Bruges,BEL,269.0
1,14,Paris Saint-Germain,101.0,Paris,FRA,Union Berlin,21.0,Berlin,GER,877.0
1,15,Paris Saint-Germain,101.0,Paris,FRA,Manchester City,130.0,Manchester,ENG,606.0
1,16,Paris Saint-Germain,101.0,Paris,FRA,Crvena zvezda,40.0,Belgrade,SRB,1445.0
1,17,Liverpool,100.0,Liverpool,ENG,AZ Alkmaar,48.0,Alkmaar,NED,526.0
1,18,Liverpool,100.0,Liverpool,ENG,Rennes,37.0,Rennes,FRA,596.0
1,19,Liverpool,100.0,Liverpool,ENG,Atlético de Madrid,73.0,Madrid,ESP,1446.0
1,20,Liverpool,100.0,Liverpool,ENG,Rapid Wien,14.0,Vienna,AUT,1473.0
