rank,team_name,association,uefa_coefficient,city
1,Rangers,SCO,52.0,Glasgow
2,Aberdeen,SCO,7.5,Aberdeen
3,Celtic,SCO,30.0,Glasgow
4,Hearts,SCO,6.53,Edinburgh
