run,average_distance_travelled_per_team,average_distance_travelled_per_game,total_distance_travelled,longest_distance_travelled_by_a_team,fixture_with_longest_distance
total,5273.24,1191.88,189837.65,Ordabasy - 20276,Atlético de Madrid (madrid) v Ordabasy (shymkent) - 5921.0
